satisfaction_level,left,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,Department,salary
0.09,1,0.93,6,271,4,0,0,accounting,medium
0.38,0,0.6,5,145,5,0,0,hr,medium
0.47,0,0.4,3,113,3,0,0,marketing,high
0.2,0,1,3,123,4,0,0,support,low
0.49,0,0.59,4,265,3,0,0,RandD,low
0.43,0,0.5,4,121,5,1,0,support,medium
0.5,0,0.53,4,263,3,0,0,IT,medium
0.43,0,0.82,2,221,5,0,0,sales,medium
0.4,0,0.73,4,146,3,0,0,support,low
0.48,0,0.6,4,230,3,0,0,product_mng,medium
0.46,0,0.58,4,171,3,0,0,product_mng,low
0.11,1,0.93,6,276,4,0,0,sales,low
0.1,1,0.93,6,270,4,0,0,sales,low
0.46,0,0.49,5,286,5,0,0,product_mng,low
0.1,1,0.93,6,269,4,0,0,IT,low
0.49,0,0.6,3,191,3,1,0,RandD,high
0.45,1,0.68,4,212,4,1,0,sales,low
0.26,0,0.97,3,125,2,0,0,support,low
0.5,0,0.49,4,236,3,0,0,technical,medium
0.34,0,0.46,6,132,2,0,0,support,medium
0.49,0,0.6,4,264,2,1,0,product_mng,low
0.49,0,0.6,4,264,2,1,0,product_mng,low
0.48,0,0.63,3,180,2,1,0,technical,low
0.32,0,0.69,6,192,3,0,0,sales,high
0.1,1,0.92,6,243,4,1,0,sales,low
0.36,0,0.89,3,197,6,0,0,hr,medium
0.49,0,0.59,3,185,3,0,0,sales,low
0.09,1,0.94,6,308,4,0,0,technical,low
0.37,0,0.9,3,229,6,0,0,RandD,medium
0.5,0,0.55,3,188,2,0,0,product_mng,medium
0.36,0,0.55,6,226,6,0,0,management,medium
0.44,0,0.68,2,120,2,0,0,marketing,medium
0.23,0,0.94,4,149,6,0,0,accounting,low
0.1,1,0.94,6,309,4,0,0,technical,medium
0.1,1,0.94,6,309,4,0,0,technical,medium
0.1,1,0.94,6,309,4,0,0,technical,medium
0.5,0,0.46,3,165,3,0,0,RandD,low
0.2,0,0.89,6,244,3,0,0,RandD,low
0.47,0,0.5,4,159,2,0,0,product_mng,low
0.15,0,0.96,5,201,6,0,0,support,low
0.11,1,0.77,7,273,4,0,0,management,low
0.1,1,0.93,6,258,4,0,0,RandD,medium
0.09,1,0.93,6,255,4,0,0,RandD,medium
0.49,0,0.52,3,156,2,0,0,sales,low
0.49,0,0.52,3,156,2,0,0,sales,low
0.53,0,0.51,3,274,2,1,0,product_mng,medium
0.53,0,0.51,3,274,2,1,0,product_mng,medium
0.09,1,0.78,7,290,4,0,0,management,low
0.49,0,0.46,2,129,2,0,0,RandD,high
0.1,1,0.93,6,256,4,0,0,support,low
0.1,1,0.93,6,256,4,0,0,support,low
0.1,1,0.93,6,256,4,0,0,support,low
0.51,0,0.59,3,238,3,0,0,support,high
0.41,0,0.77,4,231,6,0,0,technical,low
0.48,0,0.41,5,286,3,0,0,support,high
0.33,0,1,2,210,3,1,0,sales,medium
0.48,0,0.5,4,179,3,0,0,sales,medium
0.52,0,0.57,3,270,3,0,0,RandD,low
0.52,0,0.57,3,270,3,0,0,RandD,low
0.1,1,0.94,6,287,4,0,0,technical,medium
0.1,1,0.94,6,287,4,0,0,technical,medium
0.1,1,0.94,6,287,4,0,0,technical,medium
0.5,0,0.56,4,266,2,0,0,RandD,low
0.1,1,0.94,6,285,4,0,0,support,medium
0.1,1,0.94,6,285,4,0,0,support,medium
0.1,1,0.94,6,285,4,0,0,support,medium
0.51,0,0.53,3,201,2,0,0,sales,low
0.5,0,0.48,2,150,3,1,0,technical,low
0.1,1,0.93,6,253,4,0,0,IT,medium
0.1,1,0.93,6,253,4,0,0,IT,medium
0.1,1,0.93,6,253,4,0,0,IT,medium
0.1,1,0.78,7,286,4,0,0,product_mng,low
0.11,1,0.93,5,140,5,0,0,hr,medium
0.11,1,0.93,5,140,5,0,0,hr,medium
0.09,1,0.93,6,249,4,0,0,sales,low
0.09,1,0.93,6,249,4,0,0,sales,low
0.11,1,0.94,6,286,4,0,0,IT,medium
0.11,1,0.94,6,286,4,0,0,IT,medium
0.11,1,0.94,6,286,4,0,0,IT,medium
0.34,0,0.81,4,116,3,1,0,sales,low
0.48,0,0.51,3,136,3,0,0,marketing,low
0.48,0,0.51,3,136,3,0,0,marketing,low
0.16,0,0.9,6,213,2,0,0,IT,medium
0.11,1,0.93,6,253,4,1,0,technical,low
0.38,0,0.78,4,159,5,0,0,support,low
0.51,0,0.41,2,164,4,0,0,sales,medium
0.21,0,0.7,6,130,6,1,0,RandD,low
0.21,0,0.85,6,221,5,0,0,technical,medium
0.23,0,0.72,6,121,3,0,0,support,medium
0.5,0,0.49,4,222,3,0,0,management,high
0.5,0,0.49,4,222,3,0,0,management,high
0.52,0,0.51,3,218,2,1,0,technical,medium
0.11,1,0.94,6,276,4,0,0,sales,low
0.11,1,0.94,6,276,4,0,0,sales,low
0.11,1,0.94,6,276,4,0,0,sales,low
0.14,0,0.72,6,100,5,0,0,management,low
0.09,1,0.94,6,266,4,0,0,sales,medium
0.11,1,0.78,7,278,4,0,0,sales,low
0.11,1,0.78,7,278,4,0,0,sales,low
0.11,1,0.78,7,278,4,0,0,sales,low
0.29,0,0.39,6,105,6,0,0,technical,medium
0.29,0,0.39,6,105,6,0,0,technical,medium
0.09,1,0.93,6,273,5,0,0,sales,low
0.43,0,0.51,5,168,4,0,0,product_mng,medium
0.43,0,0.51,5,168,4,0,0,product_mng,medium
0.1,1,0.93,6,243,4,0,0,product_mng,low
0.1,1,0.79,7,310,4,0,0,hr,medium
0.1,1,0.79,7,310,4,0,0,hr,medium
0.48,0,0.5,4,173,3,0,0,sales,low
0.18,0,0.96,5,208,6,0,0,technical,medium
0.09,1,0.95,6,304,4,0,0,sales,low
0.09,1,0.95,6,304,4,0,0,sales,low
0.09,1,0.95,6,304,4,0,0,sales,low
0.24,0,0.91,5,177,5,0,0,sales,low
0.51,0,0.64,3,267,2,0,0,sales,low
0.11,1,0.79,7,310,4,0,0,hr,low
0.11,1,0.79,7,310,4,0,0,hr,low
0.11,1,0.79,7,310,4,0,0,hr,low
0.11,1,0.94,6,266,4,0,0,support,low
0.11,1,0.79,7,306,4,0,0,product_mng,medium
0.11,1,0.79,7,306,4,0,0,product_mng,medium
0.11,1,0.79,7,306,4,0,0,product_mng,medium
0.3,0,0.8,6,250,3,0,0,support,low
0.1,1,0.94,6,260,4,0,0,sales,low
0.09,1,0.94,6,257,4,0,0,sales,low
0.09,1,0.94,6,257,4,0,0,sales,low
0.09,1,0.94,6,257,4,0,0,sales,low
0.11,1,0.94,6,264,4,0,0,IT,low
0.11,1,0.94,6,264,4,0,0,IT,low
0.09,1,0.95,6,292,4,0,0,sales,medium
0.09,1,0.95,6,292,4,0,0,sales,medium
0.09,1,0.95,6,292,4,0,0,sales,medium
0.49,0,0.71,3,255,2,1,0,accounting,low
0.51,0,0.46,3,176,3,0,0,sales,low
0.49,0,0.74,2,263,3,1,0,sales,medium
0.11,1,0.79,7,295,4,0,0,hr,low
0.5,0,0.59,3,192,2,0,0,sales,low
0.49,0,0.61,3,181,3,0,0,product_mng,medium
0.1,1,0.79,7,284,4,0,0,IT,medium
0.49,0,0.54,4,215,4,0,0,IT,medium
0.49,0,0.54,4,215,4,0,0,IT,medium
0.1,1,0.94,6,255,4,0,0,technical,low
0.1,1,0.94,6,255,4,0,0,technical,low
0.1,1,0.94,6,255,4,0,0,technical,low
0.5,0,0.55,3,176,3,0,0,sales,low
0.5,0,0.6,2,177,3,1,0,IT,medium
0.1,1,0.94,6,297,5,0,0,marketing,low
0.19,0,0.8,6,143,4,0,0,RandD,medium
0.45,0,0.6,2,98,3,0,0,product_mng,low
0.51,0,0.52,3,188,3,0,0,technical,high
0.51,0,0.52,3,188,3,0,0,technical,high
0.11,1,0.95,6,286,4,0,0,technical,medium
0.11,1,0.95,6,286,4,0,0,technical,medium
0.11,1,0.95,6,286,4,0,0,technical,medium
0.52,0,0.55,3,225,2,0,0,technical,low
0.52,0,0.55,3,225,2,0,0,technical,low
0.45,0,0.42,4,156,7,0,0,product_mng,high
0.45,0,0.42,4,156,7,0,0,product_mng,high
0.11,1,0.95,6,285,4,0,0,technical,low
0.5,0,0.48,3,163,4,0,0,accounting,low
0.09,1,0.94,6,283,5,0,0,IT,low
0.09,1,0.94,6,283,5,0,0,IT,low
0.09,1,0.94,6,283,5,0,0,IT,low
0.21,0,0.85,6,235,6,0,0,RandD,low
0.24,0,0.81,6,263,7,0,0,management,high
0.24,0,0.81,6,263,7,0,0,management,high
0.5,0,0.67,3,246,3,0,0,sales,low
0.09,1,0.95,6,271,4,0,0,sales,low
0.09,1,0.95,6,271,4,0,0,sales,low
0.4,0,0.47,5,108,3,0,0,sales,medium
0.47,0,0.56,4,165,3,0,0,sales,medium
0.11,1,0.95,6,279,4,0,0,technical,low
0.11,1,0.95,6,279,4,0,0,technical,low
0.2,0,0.93,4,101,5,0,0,support,low
0.5,0,0.51,3,169,4,0,0,marketing,low
0.48,0,0.67,3,183,2,0,0,technical,low
0.48,0,0.67,3,183,2,0,0,technical,low
0.51,0,0.53,4,260,2,1,0,support,medium
0.47,0,0.44,5,255,5,1,0,support,low
0.51,0,0.5,4,246,3,0,0,hr,low
0.48,0,0.62,4,210,2,0,0,sales,medium
0.24,0,0.89,5,142,4,0,0,support,medium
0.54,0,0.48,3,275,2,0,0,sales,high
0.48,0,0.64,4,227,3,0,0,sales,low
0.11,1,0.8,7,305,4,0,0,technical,medium
0.46,0,0.64,2,121,3,0,0,support,medium
0.11,1,0.78,7,248,4,0,0,sales,medium
0.43,0,0.66,4,135,2,0,0,IT,high
0.43,0,0.66,4,135,2,0,0,IT,high
0.34,0,0.67,5,96,2,1,0,IT,low
0.11,1,0.95,6,271,4,0,0,IT,low
0.51,0,0.49,4,234,2,0,0,sales,medium
0.11,1,0.8,7,296,4,0,0,sales,low
0.11,1,0.8,7,296,4,0,0,sales,low
0.11,1,0.8,7,296,4,0,0,sales,low
0.21,0,0.85,6,285,7,0,0,sales,medium
0.21,0,0.85,6,285,7,0,0,sales,medium
0.32,0,0.74,6,205,3,0,0,technical,low
0.36,0,0.95,3,206,4,0,0,sales,low
0.11,1,0.94,6,277,5,0,0,technical,low
0.09,1,0.95,6,260,4,1,0,technical,low
0.1,1,0.8,7,281,4,0,0,technical,low
0.1,1,0.8,7,281,4,0,0,technical,low
0.1,1,0.8,7,281,4,0,0,technical,low
0.52,0,0.62,3,275,2,0,0,IT,high
0.49,0,0.57,3,157,3,0,0,IT,medium
0.09,1,0.96,6,296,4,0,0,technical,low
0.09,1,0.96,6,296,4,0,0,technical,low
0.09,1,0.96,6,296,4,0,0,technical,low
0.51,0,0.63,3,234,2,0,0,sales,high
0.26,0,0.63,6,100,4,0,0,sales,medium
0.1,1,0.96,6,303,4,0,0,sales,low
0.52,0,0.51,3,213,4,0,0,support,low
0.52,0,0.56,3,225,3,0,0,accounting,medium
0.49,0,0.63,3,181,3,1,0,product_mng,medium
0.49,0,0.63,3,181,3,1,0,product_mng,medium
0.5,0,0.65,3,215,2,0,0,technical,low
0.49,0,0.61,4,232,3,1,0,technical,medium
0.44,0,0.57,5,183,2,1,0,sales,low
0.1,1,0.77,7,250,5,0,0,RandD,medium
0.1,1,0.77,7,250,5,0,0,RandD,medium
0.1,1,0.77,7,250,5,0,0,RandD,medium
0.53,0,0.5,3,231,3,0,0,sales,low
0.25,0,0.98,4,166,5,1,0,technical,low
0.42,0,0.8,4,279,6,0,0,sales,medium
0.5,0,0.7,3,274,3,0,0,marketing,low
0.11,1,0.96,6,310,4,0,0,technical,low
0.22,0,0.89,6,278,5,1,0,support,medium
0.1,1,0.96,6,292,4,0,0,support,medium
0.17,0,0.91,6,246,5,0,0,IT,high
0.48,0,0.51,5,286,3,0,0,management,low
0.1,1,0.95,6,256,4,0,0,technical,medium
0.46,0,0.55,5,261,5,0,0,RandD,medium
0.11,1,0.96,6,298,4,0,0,sales,low
0.11,1,0.96,6,298,4,0,0,sales,low
0.11,1,0.96,6,298,4,0,0,sales,low
0.44,0,0.67,3,113,2,0,0,support,low
0.09,1,0.96,6,281,4,0,0,management,medium
0.51,0,0.55,4,267,3,0,0,technical,medium
0.49,0,0.54,3,145,3,0,0,product_mng,high
0.49,0,0.63,3,175,2,0,0,accounting,low
0.44,0,0.74,4,250,6,0,0,RandD,medium
0.45,0,0.72,3,148,2,0,0,sales,low
0.1,1,0.81,7,291,4,0,0,sales,high
0.1,1,0.81,7,291,4,0,0,sales,high
0.49,0,0.56,4,260,6,0,0,sales,low
0.1,1,0.96,6,275,4,0,0,technical,low
0.1,1,0.96,6,274,4,0,0,technical,low
0.11,1,0.96,6,280,4,0,0,support,low
0.11,1,0.96,6,280,4,0,0,support,low
0.09,1,0.96,6,268,4,0,0,technical,medium
0.09,1,0.96,6,268,4,0,0,technical,medium
0.09,1,0.96,6,268,4,0,0,technical,medium
0.52,0,0.63,3,269,2,0,0,sales,medium
0.14,0,0.98,5,172,5,0,0,support,medium
0.35,1,0.99,3,236,4,0,0,sales,medium
0.35,1,0.99,3,236,4,0,0,sales,medium
0.43,0,0.65,4,124,2,0,0,sales,medium
0.43,0,0.65,4,124,2,0,0,sales,medium
0.2,0,0.95,5,169,5,0,0,sales,medium
0.19,0,0.8,6,157,6,1,0,sales,low
0.19,0,0.8,6,157,6,1,0,sales,low
0.17,0,0.61,6,154,10,1,0,sales,medium
0.17,0,0.61,6,154,10,1,0,sales,medium
0.52,0,0.43,3,176,3,0,0,support,low
0.52,0,0.43,3,176,3,0,0,support,low
0.11,1,0.95,6,245,4,0,0,management,low
0.11,1,0.95,6,245,4,0,0,management,low
0.49,0,0.58,4,213,4,1,0,product_mng,low
0.1,1,0.96,6,264,4,0,0,management,medium
0.48,0,0.61,3,146,3,0,0,marketing,medium
0.5,0,0.68,3,245,4,0,0,marketing,medium
0.5,0,0.68,3,245,4,0,0,marketing,medium
0.39,0,0.56,6,228,5,0,0,technical,medium
0.11,1,0.96,6,267,4,0,0,sales,medium
0.09,1,0.96,6,259,4,0,0,support,low
0.09,1,0.96,6,259,4,0,0,support,low
0.09,1,0.96,6,259,4,0,0,support,low
0.36,0,0.8,5,186,4,0,0,accounting,medium
0.5,0,0.56,3,164,3,0,0,accounting,medium
0.1,1,0.8,7,292,5,0,0,IT,low
0.1,1,0.81,7,270,4,0,0,RandD,medium
0.29,0,0.37,6,187,10,1,0,sales,high
0.29,0,0.37,6,187,10,1,0,sales,high
0.09,1,0.8,7,283,5,0,0,technical,low
0.09,1,0.8,7,283,5,0,0,technical,low
0.09,1,0.8,7,283,5,0,0,technical,low
0.1,1,0.97,6,307,4,0,0,technical,low
0.54,0,0.51,3,265,3,0,0,accounting,low
0.51,0,0.58,2,181,4,0,0,support,medium
0.11,1,0.96,6,262,4,1,0,technical,low
0.1,1,0.95,6,264,5,0,0,RandD,medium
0.51,0,0.39,3,149,3,0,0,marketing,low
0.38,1,0.88,3,154,4,0,0,technical,medium
0.4,0,0.85,4,198,2,0,0,hr,low
0.11,1,0.97,6,310,4,0,0,accounting,medium
0.11,1,0.97,6,310,4,0,0,accounting,medium
0.31,1,0.62,6,135,5,0,0,support,low
0.31,1,0.62,6,135,5,0,0,support,low
0.31,1,0.62,6,135,5,0,0,support,low
0.51,0,0.5,4,216,2,1,0,management,medium
0.1,1,0.96,6,310,5,0,0,support,low
0.1,1,0.96,6,254,4,1,0,sales,medium
0.51,0,0.58,4,272,3,0,0,accounting,medium
0.47,0,0.53,3,111,4,0,0,RandD,medium
0.47,0,0.53,3,111,4,0,0,RandD,medium
0.49,0,0.77,2,254,2,0,0,sales,low
0.53,0,0.52,3,233,4,0,0,IT,low
0.51,0,0.62,2,186,2,0,0,sales,low
0.36,0,0.74,6,280,3,0,0,sales,low
0.1,1,0.97,6,282,4,0,0,hr,medium
0.1,1,0.97,6,282,4,0,0,hr,medium
0.1,1,0.97,6,282,4,0,0,hr,medium
0.4,0,0.89,2,165,3,0,0,IT,medium
0.4,0,0.89,2,165,3,0,0,IT,medium
0.39,0,0.89,3,188,5,0,0,support,low
0.39,0,0.89,3,188,5,0,0,support,low
0.1,1,0.82,7,284,4,0,0,accounting,low
0.11,1,0.97,6,288,4,0,0,support,medium
0.49,0,0.37,5,246,3,0,0,support,medium
0.49,0,0.37,5,246,3,0,0,support,medium
0.1,1,0.97,6,280,4,0,0,sales,low
0.1,1,0.97,6,280,4,0,0,sales,low
0.48,0,0.69,4,245,3,0,0,management,medium
0.11,1,0.96,6,301,5,0,0,technical,low
0.11,1,0.8,7,243,4,0,0,sales,medium
0.11,1,0.97,6,284,4,0,0,sales,low
0.11,1,0.97,6,284,4,0,0,sales,low
0.11,1,0.97,6,284,4,0,0,sales,low
0.11,1,0.82,7,285,4,0,0,IT,medium
0.49,0,0.69,2,188,4,0,0,sales,medium
0.12,0,0.93,6,257,6,1,0,RandD,low
0.34,0,0.85,4,123,4,0,0,hr,medium
0.09,1,0.96,6,245,4,0,0,IT,low
0.09,1,0.96,6,245,4,0,0,sales,medium
0.09,1,0.96,6,245,4,0,0,IT,low
0.09,1,0.96,6,245,4,0,0,IT,low
0.49,0,0.5,4,187,5,1,0,support,medium
0.11,1,0.97,6,277,4,0,0,product_mng,medium
0.11,1,0.97,6,277,4,0,0,product_mng,medium
0.11,1,0.97,6,277,4,0,0,product_mng,medium
0.09,1,0.82,7,267,4,0,0,technical,low
0.1,1,0.97,6,267,4,1,0,support,low
0.1,1,0.97,6,267,4,1,0,support,low
0.1,1,0.97,6,267,4,1,0,support,low
0.51,0,0.52,3,164,3,0,0,support,low
0.49,0,0.54,4,173,2,0,0,sales,low
0.45,0,0.87,2,268,4,1,0,IT,low
0.1,1,0.82,7,265,4,0,0,RandD,low
0.26,0,0.91,5,183,6,0,0,IT,medium
0.27,0,0.85,5,142,6,0,0,sales,medium
0.54,0,0.53,3,251,2,0,0,sales,low
0.1,1,0.95,6,244,5,0,0,IT,medium
0.1,1,0.95,6,244,5,0,0,IT,medium
0.1,1,0.95,6,244,5,0,0,IT,medium
0.5,0,0.5,4,184,3,0,0,support,high
0.35,0,0.81,5,182,5,0,0,sales,high
0.48,0,0.61,2,121,2,0,0,RandD,medium
0.42,0,0.73,3,108,4,0,0,technical,low
0.34,0,0.78,5,137,4,0,0,sales,low
0.53,0,0.37,3,180,3,0,0,support,medium
0.53,0,0.37,3,180,3,0,0,support,medium
0.52,0,0.58,3,203,2,0,0,RandD,medium
0.32,0,0.73,6,194,5,0,0,product_mng,low
0.44,0,0.61,5,230,6,0,0,marketing,low
0.44,0,0.61,5,230,6,0,0,marketing,low
0.11,1,0.97,6,260,4,0,0,technical,low
0.48,0,0.51,4,152,4,0,0,accounting,high
0.49,0,0.63,4,213,3,0,0,support,medium
0.52,0,0.49,4,249,4,1,0,technical,medium
0.49,0,0.76,3,257,2,1,0,marketing,medium
0.56,0,0.4,2,255,3,0,0,sales,medium
0.52,0,0.53,2,163,2,0,0,marketing,low
0.1,1,0.83,7,276,4,0,0,accounting,low
0.1,1,0.83,7,276,4,0,0,accounting,low
0.1,1,0.83,7,276,4,0,0,accounting,low
0.53,0,0.46,2,167,2,0,0,RandD,medium
0.51,0,0.51,4,204,2,0,0,technical,low
0.5,0,0.4,2,108,2,0,0,technical,medium
0.11,1,0.97,6,254,4,0,0,accounting,high
0.18,0,0.95,6,248,3,0,0,support,low
0.49,0,0.61,3,148,2,1,0,RandD,low
0.52,0,0.63,3,230,2,0,0,support,medium
0.49,0,0.49,3,168,7,0,0,sales,low
0.49,0,0.49,3,168,7,0,0,sales,low
0.49,0,0.69,4,270,3,0,0,sales,low
0.5,0,0.53,3,142,3,1,0,product_mng,medium
0.5,0,0.53,3,142,3,1,0,product_mng,medium
0.48,0,0.71,2,162,3,1,0,sales,high
0.48,0,0.71,2,162,3,1,0,sales,high
0.5,0,0.59,4,214,3,1,0,technical,low
0.5,0,0.59,4,214,3,1,0,technical,low
0.5,0,0.65,4,266,3,1,0,sales,medium
0.48,0,0.69,4,222,2,0,0,technical,medium
0.48,0,0.43,3,96,3,0,0,support,low
0.47,0,0.65,4,172,2,0,0,hr,low
0.09,1,0.84,7,307,4,0,0,IT,medium
0.09,1,0.98,6,271,4,0,0,sales,low
0.09,1,0.98,6,271,4,0,0,sales,low
0.09,1,0.98,6,271,4,0,0,sales,low
0.14,0,1,5,174,5,0,0,sales,medium
0.1,1,0.97,6,247,4,0,0,management,medium
0.1,1,0.97,6,247,4,0,0,management,medium
0.1,1,0.97,6,247,4,0,0,management,medium
0.41,0,0.5,6,257,6,1,0,support,low
0.49,0,0.74,3,229,3,1,0,IT,low
0.11,1,0.97,6,289,5,0,0,support,medium
0.11,1,0.97,6,289,5,0,0,support,medium
0.11,1,0.97,6,289,5,0,0,support,medium
0.17,0,0.9,6,217,6,1,0,marketing,medium
0.49,0,0.68,3,181,3,0,0,accounting,medium
0.52,0,0.45,2,145,3,0,0,technical,low
0.54,0,0.37,2,176,2,0,0,sales,low
0.35,0,0.71,6,204,4,1,0,technical,medium
0.49,0,0.8,2,275,2,0,0,sales,low
0.1,1,0.98,6,268,4,0,0,support,low
0.1,1,0.98,6,268,4,0,0,support,low
0.1,1,0.98,6,268,4,0,0,support,low
0.49,0,0.66,3,169,3,0,0,marketing,medium
0.53,0,0.49,3,191,3,0,0,support,high
0.11,1,0.84,7,310,4,0,0,sales,medium
0.5,0,0.63,3,172,2,0,0,RandD,medium
0.09,1,0.83,7,258,4,0,0,product_mng,low
0.54,0,0.61,2,264,3,0,0,sales,medium
0.53,0,0.59,3,231,2,0,0,sales,low
0.1,1,0.98,6,265,4,0,0,technical,low
0.51,0,0.64,3,203,3,0,0,sales,low
0.51,0,0.64,3,203,3,0,0,sales,low
0.45,0,0.66,3,111,4,0,0,sales,low
0.11,1,0.84,7,296,4,0,0,sales,low
0.11,1,0.84,7,296,4,0,0,sales,low
0.11,1,0.84,7,296,4,0,0,sales,low
0.51,0,0.53,3,156,3,0,0,management,low
0.48,0,0.53,3,113,4,0,0,marketing,medium
0.52,0,0.63,3,225,3,0,0,hr,medium
0.54,0,0.57,3,257,2,0,0,IT,medium
0.16,0,0.97,6,282,4,0,0,product_mng,low
0.42,0,0.8,4,259,7,1,0,sales,medium
0.42,0,0.8,4,259,7,1,0,sales,medium
0.51,0,0.61,4,251,2,1,0,support,low
0.5,0,0.52,4,178,3,0,0,sales,medium
0.49,0,0.71,3,196,3,0,0,RandD,low
0.5,0,0.55,2,128,3,0,0,sales,low
0.1,1,0.83,7,302,5,0,0,IT,medium
0.1,1,0.83,7,302,5,0,0,IT,medium
0.49,0,0.65,3,168,4,0,0,technical,medium
0.1,1,0.81,7,244,5,0,0,hr,medium
0.1,1,0.81,7,244,5,0,0,hr,medium
0.36,0,0.93,3,162,5,0,0,support,low
0.16,0,0.96,5,137,5,1,0,technical,low
0.16,0,0.96,5,137,5,1,0,technical,low
0.28,0,0.95,5,191,3,0,0,support,high
0.28,0,0.95,5,191,3,0,0,support,high
0.47,0,0.55,5,207,3,0,0,support,low
0.52,0,0.55,4,243,2,0,0,RandD,medium
0.37,0,0.71,6,266,5,0,0,IT,low
0.09,1,0.85,7,307,4,0,0,management,low
0.38,0,0.79,5,176,3,0,0,sales,low
0.53,0,0.59,2,201,3,1,0,hr,medium
0.52,0,0.59,2,176,3,1,0,IT,low
0.54,0,0.47,2,193,4,0,0,sales,medium
0.49,0,0.49,4,212,7,0,0,product_mng,medium
0.49,0,0.49,4,212,7,0,0,product_mng,medium
0.49,0,0.66,3,163,3,0,0,sales,medium
0.1,1,0.97,6,254,5,0,0,sales,medium
0.1,1,0.97,6,254,5,0,0,sales,medium
0.48,1,0.78,2,198,2,0,0,technical,medium
0.48,1,0.78,2,198,2,0,0,technical,medium
0.48,1,0.78,2,198,2,0,0,technical,medium
0.52,0,0.57,3,183,2,0,0,technical,low
0.51,0,0.54,3,154,3,1,0,IT,medium
0.09,1,0.84,7,260,4,0,0,sales,low
0.41,0,0.38,4,142,10,1,0,support,low
0.41,0,0.38,4,142,10,1,0,support,low
0.37,0,0.88,4,155,3,0,0,sales,medium
0.54,0,0.43,3,192,2,0,0,support,low
0.11,1,0.98,6,250,4,0,0,sales,medium
0.11,1,0.85,7,302,4,0,0,sales,low
0.11,1,0.85,7,302,4,0,0,sales,low
0.11,1,0.85,7,302,4,0,0,sales,low
0.52,0,0.61,3,203,3,0,0,sales,high
0.11,1,0.84,7,264,4,0,0,technical,medium
0.11,1,0.84,7,264,4,0,0,technical,medium
0.11,1,0.84,7,264,4,0,0,technical,medium
0.49,0,0.58,3,136,4,1,0,technical,low
0.51,0,0.57,3,162,3,1,0,RandD,medium
0.34,0,0.76,6,237,5,0,0,support,high
0.53,0,0.41,2,148,2,1,0,sales,medium
0.5,0,0.54,4,175,2,0,0,technical,low
0.34,0,0.89,5,266,6,0,0,sales,medium
0.51,0,0.49,4,182,2,0,0,sales,medium
0.5,0,0.54,3,134,3,0,0,sales,medium
0.5,0,0.6,4,199,2,0,0,technical,low
0.27,0,0.76,4,108,10,0,0,sales,medium
0.27,0,0.76,4,108,10,0,0,sales,medium
0.1,1,0.85,7,279,4,0,0,RandD,medium
0.1,1,0.85,7,279,4,0,0,RandD,medium
0.1,1,0.85,7,279,4,0,0,RandD,medium
0.48,0,0.6,2,121,5,0,0,hr,low
0.51,0,0.63,3,183,2,0,0,sales,medium
0.51,0,0.51,4,189,3,0,0,support,low
0.35,1,0.8,6,281,2,0,0,sales,medium
0.51,0,0.5,3,147,4,0,0,sales,medium
0.5,0,0.48,2,106,2,0,0,support,high
0.52,0,0.67,3,244,3,0,0,sales,low
0.41,0,0.47,6,171,2,0,0,technical,low
0.5,0,0.59,4,192,2,0,0,sales,medium
0.5,0,0.63,4,229,4,0,0,sales,low
0.1,1,0.84,7,250,4,0,0,product_mng,low
0.1,1,0.84,7,250,4,0,0,product_mng,low
0.1,1,0.84,7,250,4,0,0,product_mng,low
0.44,0,0.68,5,209,4,0,0,marketing,medium
0.42,0,0.73,3,115,6,0,0,sales,high
0.54,0,0.49,3,203,3,1,0,product_mng,medium
0.5,0,0.63,3,160,2,0,0,sales,medium
0.43,0,0.75,3,108,2,0,0,technical,low
0.44,0,0.74,5,253,2,0,0,accounting,medium
0.11,1,0.85,7,275,4,0,0,support,medium
0.11,1,0.85,7,275,4,0,0,support,medium
0.16,0,0.97,6,235,3,0,0,technical,low
0.42,0,0.91,3,209,2,0,0,technical,low
0.09,1,0.86,7,309,4,0,0,technical,low
0.09,1,0.86,7,309,4,0,0,technical,low
0.09,1,0.86,7,309,4,0,0,technical,low
0.11,1,0.85,7,272,4,0,0,accounting,low
0.53,0,0.53,4,257,2,0,0,management,high
0.53,0,0.53,4,257,2,0,0,management,high
0.3,0,0.98,2,109,4,1,0,technical,low
0.22,0,0.92,6,220,4,1,0,sales,low
0.17,0,0.93,6,192,4,0,0,technical,low
0.1,1,0.85,7,261,4,0,0,IT,medium
0.11,1,0.83,7,255,5,0,0,product_mng,medium
0.53,0,0.51,4,240,2,0,0,marketing,low
0.53,0,0.51,4,240,2,0,0,marketing,low
0.49,0,0.78,3,264,4,0,0,accounting,low
0.51,0,0.56,4,198,2,1,0,technical,medium
0.51,0,0.56,4,198,2,1,0,technical,medium
0.52,0,0.57,4,239,3,0,0,sales,low
0.1,1,0.85,7,259,4,0,0,technical,low
0.55,0,0.54,3,253,2,0,0,support,low
0.42,0,0.74,5,256,6,0,0,management,medium
0.52,0,0.63,3,204,3,0,0,technical,medium
0.52,0,0.63,3,204,3,0,0,technical,medium
0.51,0,0.65,4,269,3,0,0,support,medium
0.48,0,0.57,5,227,3,0,0,support,medium
0.5,0,0.68,4,274,4,0,0,sales,medium
