satisfaction_level,left,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,Department,salary
0.75,0,0.59,5,149,4,0,0,sales,medium
0.73,0,0.69,6,273,4,1,0,marketing,medium
0.72,0,0.86,4,137,2,0,0,product_mng,low
0.79,0,0.74,3,238,2,0,0,technical,medium
0.77,0,0.75,4,223,3,0,0,technical,medium
0.73,1,0.92,4,273,5,0,0,sales,low
0.76,0,0.71,4,156,3,0,0,sales,low
0.79,0,0.59,3,145,2,0,0,support,low
0.8,0,0.58,4,238,2,0,0,sales,high
0.76,0,0.66,5,206,2,0,0,support,medium
0.81,0,0.55,3,199,2,1,0,IT,medium
0.81,0,0.55,3,199,2,1,0,IT,medium
0.81,0,0.52,4,274,3,0,0,technical,medium
0.73,1,0.91,4,247,5,0,0,support,medium
0.76,0,0.83,3,186,2,1,0,RandD,medium
0.73,1,0.83,5,270,5,1,0,support,medium
0.74,0,0.83,4,170,2,0,0,sales,low
0.82,0,0.51,3,234,3,0,0,sales,low
0.75,0,0.85,4,234,3,0,0,IT,low
0.77,0,0.79,3,200,4,0,0,hr,medium
0.77,0,0.5,5,170,2,0,0,support,low
0.81,0,0.52,4,270,3,0,0,RandD,medium
0.72,1,0.86,5,251,5,0,0,sales,low
0.79,0,0.66,4,243,3,0,0,sales,medium
0.76,0,0.85,3,204,2,1,0,product_mng,medium
0.74,0,0.64,4,101,6,1,0,IT,low
0.79,0,0.59,2,157,6,0,0,sales,high
0.74,0,0.78,5,216,2,0,0,sales,low
0.74,0,0.87,3,155,3,0,0,technical,medium
0.73,0,0.83,5,266,5,0,0,sales,low
0.78,0,0.65,3,139,3,0,0,marketing,high
0.78,0,0.65,3,139,3,0,0,marketing,high
0.74,0,0.89,4,234,3,1,0,RandD,medium
0.8,0,0.62,3,191,3,0,0,support,medium
0.73,0,0.94,4,262,3,0,0,support,low
0.73,0,0.94,4,262,3,0,0,support,low
0.79,0,0.7,3,195,2,0,0,product_mng,low
0.75,0,0.75,5,229,2,1,0,sales,medium
0.74,0,0.79,5,237,4,0,0,product_mng,low
0.69,0,0.97,5,240,4,0,0,technical,medium
0.79,0,0.56,4,177,3,0,0,sales,high
0.74,1,0.89,4,267,5,0,0,sales,medium
0.73,0,0.89,3,139,3,0,0,RandD,medium
0.79,0,0.59,4,187,2,0,0,management,low
0.79,0,0.59,4,187,2,0,0,management,low
0.78,0,0.74,4,261,3,1,0,product_mng,medium
0.75,0,0.79,4,176,4,1,0,support,medium
0.8,0,0.72,3,271,2,0,0,product_mng,medium
0.74,0,0.81,4,150,2,0,0,accounting,medium
0.72,0,0.95,4,216,3,0,0,sales,low
0.79,0,0.71,3,202,3,0,0,product_mng,medium
0.8,0,0.57,3,162,2,0,0,IT,medium
0.74,0,0.67,5,140,3,0,0,hr,medium
0.74,1,0.99,2,277,3,0,0,IT,medium
0.74,1,0.99,2,277,3,0,0,IT,medium
0.74,1,0.99,2,277,3,0,0,IT,medium
0.77,0,0.71,3,134,3,0,0,marketing,medium
0.76,0,0.83,4,246,2,0,0,sales,low
0.73,0,0.85,5,245,3,0,0,RandD,low
0.73,0,0.98,3,227,2,1,0,hr,high
0.73,0,1,2,229,3,0,0,marketing,medium
0.8,0,0.52,3,147,3,1,0,technical,medium
0.8,0,0.7,3,238,2,0,0,technical,medium
0.71,0,0.99,4,238,4,1,0,sales,high
0.79,0,0.72,3,216,4,0,0,support,low
0.78,0,0.71,4,216,2,0,0,marketing,medium
0.71,1,1,4,300,5,0,0,support,medium
0.75,0,0.62,5,144,3,0,0,technical,low
0.79,0,0.78,2,228,2,0,0,technical,medium
0.79,0,0.7,4,268,2,0,0,support,medium
0.78,0,0.61,5,260,2,0,0,accounting,medium
0.73,0,0.94,3,177,3,0,0,technical,low
0.73,0,0.94,3,177,3,0,0,technical,low
0.78,0,0.69,4,202,3,0,0,product_mng,low
0.78,0,0.69,4,202,3,0,0,product_mng,low
0.74,0,0.74,5,175,3,0,0,sales,low
0.74,0,0.89,3,160,2,0,0,sales,low
0.75,0,0.83,3,146,3,0,0,support,medium
0.75,0,0.83,3,146,3,0,0,support,medium
0.75,0,0.89,3,196,3,0,0,RandD,low
0.82,0,0.54,3,243,4,0,0,support,low
0.75,0,0.93,3,247,2,0,0,technical,high
0.75,0,0.93,3,247,2,0,0,technical,high
0.71,0,1,3,181,4,0,0,technical,medium
0.73,0,0.99,3,241,3,0,0,RandD,low
0.73,0,0.99,3,241,3,0,0,RandD,low
0.72,1,0.85,5,244,6,0,0,sales,low
0.72,1,0.85,5,244,6,0,0,sales,low
0.72,1,0.85,5,244,6,0,0,sales,low
0.79,0,0.5,4,151,3,1,0,technical,medium
0.76,0,0.85,3,192,3,0,0,marketing,low
0.76,0,0.85,3,192,3,0,0,marketing,low
0.81,0,0.5,4,231,3,1,0,technical,low
0.82,0,0.51,3,210,2,0,0,technical,low
0.76,0,0.53,6,281,3,0,0,product_mng,medium
0.77,0,0.74,4,202,4,0,0,support,medium
0.71,0,0.96,3,132,2,0,0,support,medium
0.69,0,0.78,5,131,8,0,0,support,low
0.69,0,0.78,5,131,8,0,0,support,low
0.78,0,0.72,4,219,3,0,0,hr,medium
0.78,0,0.59,5,236,3,0,0,technical,high
0.78,0,0.59,5,236,3,0,0,technical,high
0.77,0,0.78,3,165,2,0,0,sales,low
0.81,0,0.53,4,242,3,0,0,support,medium
0.74,0,0.93,3,204,4,0,0,marketing,low
0.69,0,0.95,5,184,2,0,0,support,medium
0.71,0,0.87,5,173,3,0,0,sales,low
0.82,0,0.6,3,261,2,1,0,IT,medium
0.74,0,0.92,4,258,3,1,0,technical,low
0.79,0,0.71,4,271,3,0,0,hr,medium
0.81,0,0.56,4,262,3,0,0,RandD,medium
0.76,0,0.8,4,226,5,0,0,support,low
0.76,1,0.82,4,254,5,1,0,sales,medium
0.76,0,0.73,4,148,2,1,0,hr,low
0.82,0,0.56,2,227,5,1,0,management,high
0.82,0,0.56,2,227,5,1,0,management,high
0.78,0,0.77,2,177,4,0,0,support,low
0.76,0,0.72,5,228,2,0,0,sales,high
0.72,1,0.88,5,249,5,0,0,support,medium
0.73,0,0.87,4,155,3,1,0,technical,high
0.75,0,0.84,4,195,3,0,0,marketing,low
0.72,0,0.93,4,174,2,0,0,sales,low
0.75,0,0.84,3,145,3,1,0,support,low
0.78,0,0.63,4,158,3,0,0,technical,medium
0.82,0,0.59,3,249,3,0,0,IT,medium
0.72,0,0.95,3,145,2,0,0,RandD,low
0.66,0,1,5,145,2,0,0,sales,low
0.77,0,0.83,3,204,3,0,0,support,low
0.8,0,0.62,3,171,3,0,0,technical,low
0.71,0,0.99,2,136,3,0,0,IT,low
0.73,0,0.95,4,243,3,0,0,technical,medium
0.74,1,0.88,4,248,6,0,0,accounting,low
0.81,0,0.51,3,162,2,0,0,IT,medium
0.68,0,1,5,203,2,0,0,support,low
0.78,0,0.63,5,261,3,0,0,technical,low
0.72,0,1,3,197,3,0,0,IT,medium
0.77,0,0.87,3,275,4,1,0,support,medium
0.77,0,0.87,3,275,4,1,0,support,medium
0.7,0,0.92,5,182,3,0,0,hr,low
0.72,0,0.98,3,181,4,0,0,technical,low
0.78,0,0.52,5,192,3,1,0,technical,low
0.78,0,0.52,5,192,3,1,0,technical,low
0.74,0,0.75,4,111,4,1,0,product_mng,medium
0.78,0,0.79,3,203,2,0,0,sales,low
0.78,0,0.63,5,259,3,0,0,sales,low
0.78,0,0.63,5,259,3,0,0,sales,low
0.72,1,0.95,4,220,5,0,0,product_mng,low
0.78,0,0.63,4,156,3,0,0,sales,low
0.77,0,0.75,4,191,3,0,0,IT,medium
0.77,0,0.75,4,191,3,0,0,IT,medium
0.78,0,0.84,3,269,2,0,0,technical,medium
0.74,0,0.82,4,142,2,0,0,marketing,medium
0.78,1,0.81,3,222,2,0,0,sales,low
0.8,0,0.64,4,246,3,1,0,technical,medium
0.75,0,0.95,3,268,3,1,0,sales,low
0.72,1,0.87,5,223,5,0,0,sales,low
0.72,1,0.87,5,223,5,0,0,sales,low
0.72,1,0.87,5,223,5,0,0,sales,low
0.74,0,0.78,4,194,8,0,0,sales,medium
0.74,0,0.78,4,194,8,0,0,sales,medium
0.73,0,0.91,3,135,2,0,0,hr,medium
0.8,1,0.75,3,268,2,0,0,sales,medium
0.8,1,0.75,3,268,2,0,0,sales,medium
0.8,1,0.75,3,268,2,0,0,sales,medium
0.74,0,0.74,5,160,3,1,0,sales,high
0.74,0,0.74,5,160,3,1,0,sales,high
0.81,0,0.52,3,162,3,0,0,marketing,medium
0.82,0,0.68,2,285,2,0,0,support,medium
0.75,0,0.92,3,211,3,0,0,sales,medium
0.75,0,0.92,3,211,3,0,0,sales,medium
0.77,0,0.78,4,212,3,0,0,product_mng,low
0.7,0,0.98,4,176,5,0,0,technical,low
0.79,0,0.61,4,173,2,0,0,product_mng,low
0.79,0,0.61,4,173,2,0,0,product_mng,low
0.73,0,0.85,5,224,4,0,0,IT,low
0.75,0,0.6,4,186,10,1,0,marketing,low
0.75,0,0.6,4,186,10,1,0,marketing,low
0.74,0,0.46,6,145,3,0,0,accounting,low
0.75,0,0.77,4,136,3,0,0,management,medium
0.73,0,0.86,4,138,2,0,0,RandD,low
0.77,0,0.62,5,190,3,0,0,RandD,low
0.82,0,0.55,3,207,2,0,0,marketing,high
0.75,0,0.78,4,158,5,1,0,RandD,medium
0.79,0,0.55,5,242,2,0,0,support,low
0.82,0,0.5,3,198,4,0,0,IT,medium
0.78,0,0.68,4,174,3,1,0,RandD,low
0.73,0,0.94,4,213,3,1,0,marketing,medium
0.8,0,0.62,4,216,2,0,0,marketing,medium
0.82,0,0.58,2,248,6,0,0,management,low
0.73,0,0.81,5,173,3,0,0,marketing,low
0.75,0,0.95,3,253,3,0,0,marketing,medium
0.69,0,1,5,237,3,0,0,technical,high
0.83,0,0.48,3,242,4,0,0,technical,low
0.76,0,0.84,4,236,4,0,0,support,medium
0.82,0,0.55,3,217,4,1,0,technical,medium
0.76,0,0.81,4,193,3,1,0,accounting,low
0.79,0,0.66,3,154,4,0,0,support,medium
0.75,0,0.73,5,181,3,1,0,technical,low
0.75,0,0.72,5,174,3,0,0,sales,medium
0.75,0,0.79,4,145,3,0,0,technical,medium
0.8,0,0.76,3,270,2,1,0,marketing,low
0.74,0,0.97,3,239,4,1,0,sales,medium
0.72,0,0.99,4,239,3,0,0,marketing,medium
0.72,0,0.99,4,239,3,0,0,marketing,medium
0.73,1,0.84,5,251,6,0,0,sales,medium
0.73,0,0.78,5,150,3,0,0,sales,low
0.82,0,0.49,4,276,4,0,0,support,low
0.82,0,0.49,4,276,4,0,0,support,low
0.8,0,0.55,4,178,2,1,0,support,low
0.8,0,0.55,4,178,2,1,0,support,low
0.81,0,0.68,3,236,2,0,0,product_mng,medium
0.76,0,0.7,5,195,3,0,0,RandD,low
0.79,0,0.49,5,210,3,0,0,IT,medium
0.73,1,0.86,5,249,5,0,0,technical,low
0.74,0,0.83,4,142,3,0,0,IT,medium
0.73,0,0.88,4,148,2,0,0,support,low
0.71,0,0.96,4,161,3,0,0,support,low
0.8,0,0.58,4,189,2,0,0,support,medium
0.74,0,0.92,4,226,3,0,0,hr,medium
0.76,0,0.57,5,139,4,0,0,sales,medium
0.77,0,0.57,5,162,3,0,0,marketing,high
0.74,1,0.9,4,226,5,0,0,sales,medium
0.83,0,0.55,3,257,2,0,0,marketing,low
0.76,0,0.58,5,136,3,0,0,technical,medium
0.74,1,0.92,4,261,5,0,0,technical,medium
0.74,1,0.92,4,261,5,0,0,technical,medium
0.74,1,0.92,4,261,5,0,0,technical,medium
0.72,0,0.96,3,143,3,0,0,sales,low
0.73,0,0.96,2,151,3,0,0,technical,medium
0.79,0,0.57,4,152,3,0,0,technical,low
0.77,0,0.59,5,189,5,0,0,technical,low
0.7,1,0.74,6,136,3,0,0,IT,low
0.8,0,0.74,2,205,3,1,0,sales,low
0.79,0,0.58,4,191,6,0,0,technical,low
0.79,0,0.55,4,145,3,0,0,technical,medium
0.77,0,0.71,5,250,3,1,0,sales,medium
0.77,0,0.71,5,250,3,1,0,sales,medium
0.75,0,0.92,3,199,3,1,0,management,low
0.79,0,0.69,4,209,2,0,0,support,medium
0.73,0,0.86,4,133,3,0,0,technical,high
0.77,0,0.67,5,207,2,0,0,sales,low
0.78,0,0.66,4,156,3,1,0,technical,low
0.79,0,0.6,4,161,3,0,0,technical,high
0.82,0,0.61,3,229,2,0,0,sales,medium
0.84,0,0.53,2,275,3,0,0,product_mng,low
0.73,1,0.87,5,257,5,0,0,IT,low
0.73,1,0.87,5,257,5,0,0,IT,low
0.73,1,0.87,5,257,5,0,0,IT,low
0.8,0,0.63,4,211,2,0,0,product_mng,medium
0.79,0,0.48,5,200,3,0,0,sales,low
0.79,0,0.61,4,162,2,0,0,sales,medium
0.76,0,0.93,3,266,3,1,0,marketing,low
0.76,0,0.77,5,257,3,0,0,RandD,medium
0.76,0,0.76,4,149,3,0,0,technical,medium
0.8,0,0.67,3,178,3,0,0,IT,low
0.8,0,0.67,3,178,3,0,0,IT,low
0.73,0,0.95,3,156,2,0,0,support,medium
0.83,0,0.57,2,222,2,0,0,sales,medium
0.83,0,0.57,2,222,2,0,0,sales,medium
0.72,0,0.99,4,227,3,0,0,hr,high
0.77,0,0.68,3,98,3,0,0,support,medium
0.77,0,0.68,3,98,3,0,0,support,medium
0.82,0,0.63,3,246,3,0,0,management,medium
0.74,1,0.91,4,232,5,0,0,technical,medium
0.74,1,0.91,4,232,5,0,0,technical,medium
0.74,1,0.91,4,232,5,0,0,technical,medium
0.7,0,0.98,4,146,3,0,0,marketing,low
0.73,1,0.87,5,252,5,0,0,RandD,low
0.77,0,0.73,5,263,2,0,0,accounting,high
0.75,0,0.85,4,181,3,0,0,technical,low
0.81,0,0.62,3,187,3,0,0,technical,low
0.75,0,0.96,3,252,3,0,0,technical,medium
0.77,0,0.73,4,159,3,1,0,sales,medium
0.84,0,0.45,3,263,2,0,0,RandD,low
0.8,0,0.74,3,228,3,0,0,technical,medium
0.8,0,0.74,3,228,3,0,0,technical,medium
0.74,0,0.9,4,189,2,0,0,IT,medium
0.75,1,0.88,4,239,5,0,0,sales,low
0.76,0,0.9,3,279,6,0,0,hr,medium
0.75,0,0.92,3,192,3,0,0,product_mng,medium
0.78,0,0.84,3,233,3,1,0,IT,low
0.77,0,0.71,5,233,2,0,0,technical,low
0.73,0,0.97,3,174,3,0,0,sales,low
0.73,0,0.97,3,174,3,0,0,sales,low
0.78,0,0.59,4,124,3,1,0,RandD,high
0.79,0,0.57,5,230,2,0,0,technical,low
0.83,0,0.53,3,232,3,1,0,product_mng,low
0.82,0,0.59,3,210,3,0,0,management,medium
0.79,0,0.74,2,158,3,0,0,RandD,medium
0.74,0,0.94,4,255,4,0,0,marketing,medium
0.81,0,0.53,3,148,3,0,0,technical,low
0.81,0,0.65,3,195,2,0,0,IT,medium
0.83,0,0.57,2,246,5,1,0,accounting,low
0.75,0,0.87,4,193,3,0,0,sales,medium
0.84,0,0.48,3,266,2,0,0,product_mng,medium
0.7,0,0.95,5,234,6,1,0,sales,medium
0.77,0,0.74,5,263,2,0,0,sales,medium
0.73,0,0.95,3,149,2,0,0,support,low
0.8,0,0.58,4,175,2,0,0,RandD,low
0.79,0,0.75,4,259,3,0,0,sales,medium
0.73,0,0.88,5,233,4,1,0,sales,medium
0.73,0,0.88,5,233,4,1,0,sales,medium
0.75,0,0.91,4,243,3,0,0,technical,high
0.8,0,0.66,4,223,3,0,0,support,medium
0.8,0,0.66,4,223,3,0,0,support,medium
0.72,0,0.93,4,148,2,0,0,sales,low
0.79,0,0.73,2,147,2,0,0,technical,medium
0.79,0,0.73,2,147,2,0,0,technical,medium
0.69,0,0.96,5,164,3,0,0,technical,low
0.74,0,0.87,5,264,3,0,0,accounting,high
0.74,0,0.87,5,264,3,0,0,accounting,high
0.74,1,0.84,5,249,5,0,0,product_mng,medium
0.74,1,0.84,5,249,5,0,0,product_mng,medium
0.74,1,0.84,5,249,5,0,0,product_mng,medium
0.77,0,0.84,3,188,4,0,0,sales,medium
0.75,0,0.77,5,199,4,0,0,sales,medium
0.75,0,0.77,5,199,4,0,0,sales,medium
0.77,0,0.75,3,170,7,0,0,sales,low
0.77,0,0.75,3,170,7,0,0,sales,low
0.73,0,0.97,3,165,2,0,0,sales,low
0.77,0,0.83,4,231,2,0,0,management,medium
0.76,0,0.77,5,234,3,0,0,support,low
0.8,0,0.54,5,261,2,0,0,sales,medium
0.79,0,0.73,4,226,3,0,0,sales,medium
0.78,1,0.78,4,260,5,0,0,RandD,low
0.81,0,0.62,4,255,4,1,0,technical,low
0.8,0,0.58,4,172,3,0,0,support,medium
0.79,0,0.6,5,235,2,0,0,IT,medium
0.77,0,0.8,3,147,3,0,0,IT,low
0.8,0,0.67,3,164,3,0,0,IT,high
0.79,0,0.54,5,212,4,0,0,marketing,medium
0.81,0,0.74,2,228,3,0,0,management,high
0.81,0,0.74,2,228,3,0,0,management,high
0.75,0,0.82,4,143,2,0,0,support,low
0.78,0,0.54,4,102,3,0,0,sales,low
0.79,0,0.74,3,169,3,0,0,RandD,low
0.79,0,0.74,3,169,3,0,0,RandD,low
0.79,0,0.56,4,132,3,0,0,support,medium
0.73,0,0.89,5,223,3,0,0,sales,low
0.83,0,0.36,4,242,3,0,0,sales,low
0.78,0,0.69,5,256,3,0,0,RandD,low
0.81,0,0.57,4,213,4,0,0,technical,high
0.76,0,0.93,3,271,5,0,0,hr,low
0.76,0,0.79,3,111,2,0,0,sales,low
0.8,0,0.78,3,251,3,0,0,sales,high
0.77,0,0.74,5,243,2,0,0,technical,low
0.77,0,0.74,5,243,2,0,0,technical,low
0.78,0,0.63,5,200,2,0,0,technical,low
0.74,0,0.95,4,237,3,1,0,marketing,medium
0.75,1,0.89,4,228,5,0,0,support,low
0.76,0,0.82,4,172,3,1,0,sales,medium
0.77,0,0.87,3,207,4,1,0,sales,low
0.79,0,0.74,4,222,2,0,0,accounting,medium
0.72,1,1,4,245,5,0,0,sales,low
0.72,1,1,4,245,5,0,0,sales,low
0.77,0,0.64,3,190,10,1,0,IT,medium
0.77,0,0.64,3,190,10,1,0,IT,medium
0.7,0,0.91,5,139,3,1,0,technical,medium
0.7,0,0.79,6,145,3,0,0,accounting,medium
0.77,0,0.89,2,215,5,1,0,management,medium
0.74,1,0.86,5,262,5,0,0,RandD,low
0.81,0,0.44,4,166,4,1,0,support,low
0.71,0,0.96,4,144,4,0,0,sales,medium
0.7,0,0.84,6,225,6,0,0,accounting,low
0.81,0,0.52,4,221,6,0,0,marketing,high
0.77,0,0.82,3,153,3,1,0,technical,medium
0.77,0,0.82,3,153,3,1,0,technical,medium
0.81,0,0.72,3,232,3,1,0,sales,medium
0.77,0,0.83,3,160,3,0,0,support,low
0.82,0,0.57,2,158,3,1,0,hr,medium
0.75,0,0.71,5,147,4,1,0,IT,medium
0.8,0,0.51,4,141,3,1,0,sales,medium
0.79,0,0.6,5,223,3,0,0,sales,low
0.81,0,0.56,3,142,3,0,0,sales,low
0.8,0,0.68,3,160,3,0,0,RandD,low
0.77,1,0.83,4,245,5,0,0,sales,medium
0.81,0,0.66,3,181,2,1,0,sales,medium
0.72,0,0.98,4,180,2,0,0,sales,medium
0.73,0,0.93,4,162,2,1,0,support,medium
0.75,0,0.76,5,175,4,0,0,IT,low
0.8,0,0.69,3,164,3,0,0,support,medium
0.83,0,0.53,3,211,4,1,0,sales,low
0.83,0,0.57,3,232,4,0,0,hr,medium
0.84,0,0.54,3,265,2,0,0,marketing,medium
0.79,0,0.5,5,176,3,0,0,support,high
0.77,0,0.71,5,204,3,0,0,sales,high
0.76,0,0.85,4,190,3,0,0,sales,medium
0.73,0,0.98,4,216,2,0,0,sales,low
0.8,0,0.4,5,199,4,1,0,support,high
0.82,0,0.67,2,202,3,0,0,sales,low
0.74,0,0.87,5,224,2,0,0,support,medium
0.74,0,0.87,5,224,2,0,0,support,medium
0.75,0,0.9,4,197,2,0,0,sales,medium
0.75,1,0.83,5,262,5,0,0,product_mng,low
0.78,0,0.72,5,270,3,1,0,technical,low
0.83,0,0.5,4,259,2,0,0,support,medium
0.73,1,0.95,4,223,6,0,0,support,low
0.71,0,0.96,4,131,3,0,0,support,medium
0.82,0,0.59,3,178,2,0,0,IT,medium
0.77,0,0.61,5,146,3,0,0,support,low
0.82,0,0.69,3,250,3,0,0,accounting,low
0.82,0,0.69,3,250,3,0,0,accounting,low
0.8,0,0.8,3,271,4,0,0,sales,low
0.82,0,0.67,3,229,3,0,0,sales,medium
0.82,0,0.67,3,229,3,0,0,sales,medium
0.81,0,0.5,4,170,4,0,0,support,low
0.78,0,0.81,4,232,3,0,0,sales,medium
0.78,0,0.77,3,149,4,1,0,support,medium
0.74,1,0.87,5,258,5,0,0,accounting,low
0.74,0,0.55,6,130,2,0,0,support,medium
0.76,0,0.81,5,270,4,0,0,technical,medium
0.75,1,0.81,5,227,5,0,0,technical,medium
0.75,1,0.81,5,227,5,0,0,technical,medium
0.79,0,0.61,4,136,3,0,0,accounting,medium
0.79,0,0.72,4,192,3,0,0,IT,low
0.76,0,0.89,4,224,2,0,0,product_mng,low
0.83,0,0.52,4,273,3,0,0,technical,medium
0.84,0,0.5,3,227,2,0,0,support,low
0.77,0,0.88,2,169,3,0,0,technical,medium
0.78,0,0.67,5,209,3,0,0,technical,low
0.77,1,0.82,4,217,5,0,0,hr,medium
0.7,0,0.89,6,214,2,0,0,sales,low
0.72,0,0.99,3,143,4,0,0,sales,low
0.72,0,0.99,3,143,4,0,0,sales,low
0.76,0,0.8,5,229,2,0,0,marketing,medium
0.75,0,0.92,3,160,3,1,0,technical,medium
0.74,0,0.89,4,149,2,0,0,sales,low
0.84,0,0.56,3,266,3,0,0,hr,high
0.82,0,0.68,2,200,3,0,0,sales,medium
0.8,0,0.68,4,199,2,0,0,IT,medium
0.78,0,0.86,3,210,3,0,0,management,medium
0.78,0,0.89,3,253,3,0,0,support,high
0.72,1,0.95,5,271,5,0,0,support,low
0.77,0,0.82,3,147,4,0,0,sales,high
0.81,0,0.59,4,187,2,0,0,technical,low
0.75,0,0.99,2,237,5,1,0,product_mng,low
0.75,0,0.99,2,237,5,1,0,product_mng,low
0.84,0,0.54,3,245,3,0,0,sales,low
0.84,0,0.54,3,245,3,0,0,sales,low
0.76,0,0.97,3,271,3,0,0,sales,low
0.82,0,0.62,4,267,3,1,0,accounting,medium
0.79,0,0.83,2,192,3,0,0,support,low
0.84,0,0.53,3,237,3,1,0,sales,low
0.75,0,0.82,5,202,3,1,0,IT,low
0.75,0,0.9,3,140,3,0,0,sales,low
0.74,1,0.87,5,242,5,0,0,support,medium
0.74,1,0.87,5,242,5,0,0,support,medium
0.74,1,0.87,5,242,5,0,0,support,medium
0.78,1,0.81,4,253,5,0,0,marketing,low
0.79,0,0.76,3,160,3,0,0,sales,low
0.79,0,0.68,5,272,3,0,0,support,medium
0.73,0,0.99,3,160,3,0,0,sales,medium
0.82,0,0.67,3,213,2,0,0,support,low
0.75,0,0.84,5,222,3,1,0,IT,medium
0.75,0,0.84,5,222,3,1,0,IT,medium
0.69,0,0.91,6,247,6,0,0,RandD,medium
0.81,0,0.6,3,140,2,0,0,technical,high
0.73,0,0.88,5,204,5,0,0,sales,low
0.73,1,0.92,5,266,5,0,0,support,medium
0.81,0,0.64,4,213,3,0,0,support,medium
0.81,0,0.64,4,213,3,0,0,support,medium
0.8,0,0.5,4,125,3,0,0,technical,low
0.74,0,0.95,3,157,4,0,0,technical,medium
0.78,0,0.7,4,139,3,0,0,IT,low
0.78,0,0.7,4,139,3,0,0,IT,low
0.73,1,1,4,268,5,0,0,sales,medium
0.75,0,0.9,4,185,3,0,0,accounting,low
0.76,0,0.98,2,235,3,0,0,management,high
0.76,0,0.98,2,235,3,0,0,management,high
0.84,0,0.55,3,242,3,0,0,RandD,medium
0.76,0,0.85,3,180,7,0,0,sales,medium
0.76,0,0.85,3,180,7,0,0,sales,medium
0.76,0,0.8,5,217,2,0,0,sales,medium
0.76,0,0.8,5,217,2,0,0,sales,medium
0.76,1,0.9,4,263,5,0,0,support,low
0.76,1,0.9,4,263,5,0,0,support,low
0.76,1,0.9,4,263,5,0,0,support,low
0.8,0,0.66,4,181,3,1,0,sales,low
0.77,0,0.8,4,167,3,0,0,sales,medium
0.79,0,0.77,3,201,6,1,0,support,medium
0.79,0,0.77,3,201,6,1,0,support,medium
0.79,0,0.67,4,152,3,0,0,technical,medium
0.81,0,0.5,4,152,3,1,0,RandD,low
0.82,0,0.53,3,147,3,1,0,technical,low
0.82,0,0.53,3,147,3,1,0,technical,low
0.75,1,0.85,5,267,5,0,0,support,low
0.75,1,0.85,5,267,5,0,0,support,low
0.8,0,0.73,3,168,2,0,0,IT,low
0.81,0,0.62,4,197,3,0,0,hr,low
0.83,0,0.64,3,242,3,0,0,accounting,low
0.73,1,0.89,5,236,6,0,0,product_mng,low
0.73,1,0.89,5,236,6,0,0,product_mng,low
0.8,0,0.79,3,217,3,0,0,technical,low
0.82,0,0.49,4,180,2,0,0,RandD,low
0.82,0,0.49,4,180,2,0,0,RandD,low
0.84,0,0.52,3,232,4,0,0,product_mng,low
0.74,0,0.9,4,156,4,0,0,hr,medium
0.75,0,0.83,4,133,4,0,0,hr,high
0.75,0,0.83,4,133,4,0,0,hr,high
0.8,0,0.75,3,181,3,0,0,marketing,medium
0.8,0,0.51,5,196,3,0,0,IT,low
0.81,0,0.55,3,127,4,0,0,support,medium
0.8,0,0.65,4,172,3,1,0,accounting,low
0.79,0,0.59,5,197,4,0,0,technical,medium
0.81,0,0.66,3,160,2,0,0,IT,medium
0.83,0,0.53,3,186,4,0,0,sales,medium
0.76,1,0.88,4,206,4,0,0,hr,medium
0.76,1,0.88,4,206,4,0,0,hr,medium
0.76,1,0.88,4,206,4,0,0,hr,medium
0.77,0,0.86,4,215,2,0,0,hr,low
0.82,0,0.58,4,249,5,0,0,technical,medium
0.79,0,0.76,4,216,4,0,0,RandD,medium
0.77,0,0.84,4,196,3,0,0,sales,low
0.71,0,0.98,5,213,3,0,0,sales,medium
0.72,1,0.96,5,267,5,0,0,technical,low
0.72,1,0.96,5,267,5,0,0,technical,low
0.72,1,0.96,5,267,5,0,0,technical,low
0.83,0,0.56,4,269,3,0,0,product_mng,low
0.73,0,0.59,6,121,5,0,0,sales,low
0.78,0,0.78,3,135,3,0,0,technical,low
0.73,1,1,4,252,5,0,0,technical,medium
0.73,1,1,4,252,5,0,0,technical,medium
0.73,1,1,4,252,5,0,0,technical,medium
0.69,0,0.9,5,103,5,0,0,product_mng,low
0.69,0,0.9,5,103,5,0,0,product_mng,low
0.83,0,0.48,4,220,3,1,0,support,low
0.83,0,0.48,4,220,3,1,0,support,low
0.74,1,0.89,5,259,5,0,0,RandD,low
0.81,0,0.67,4,225,3,0,0,sales,low
0.7,1,0.84,6,161,4,0,0,technical,low
0.7,1,0.84,6,161,4,0,0,technical,low
0.75,0,0.98,3,206,2,0,0,hr,low
0.76,0,0.92,3,176,2,0,0,IT,medium
0.76,0,0.92,3,176,2,0,0,IT,medium
0.78,0,0.8,4,197,3,1,0,technical,low
0.79,0,0.79,4,231,2,0,0,sales,low
0.79,0,0.79,4,231,2,0,0,sales,low
0.78,0,0.8,4,194,2,1,0,technical,medium
0.83,0,0.52,2,149,2,1,0,sales,low
0.83,0,0.52,2,149,2,1,0,sales,low
0.74,0,0.82,5,154,2,0,0,technical,medium
0.8,0,0.6,5,234,2,0,0,IT,low
0.83,0,0.56,3,186,3,0,0,product_mng,medium
0.83,0,0.55,3,271,7,0,0,sales,medium
0.83,0,0.55,3,271,7,0,0,sales,medium
0.83,0,0.49,4,218,2,0,0,technical,low
